,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
78,9,8,56.25,1.3046302676457078,1.313545326531874,-0.01508512756761131,2.0759231204308013,-2.0458240761184596,0.2726587219404999,0.2731707317073171,1.145062426762772,0.024167504263615903,130.78315658714047,-100.24537972980451,63,112,2.0,0.8888888888888888
79,10,8,63.33333333333333,1.588300876358127,1.5284374098772533,-0.010177766542449337,2.1680196307971,-2.357715239101434,0.5085835118343044,0.21951219512195122,1.465367162771232,0.027075398215106437,123.57711895543471,-77.80460289034733,57,90,2.0,0.8
80,1,9,11.97110423116615,1.1857563100392075,1.2891415584960655,-0.15229671643759152,1.5617778749453481,-0.17911533913433753,0.02928880207644012,2.323741007194245,0.12939945417215362,0.00799329349400243,181.16623349366037,-152.7853842815899,116,969,2.0,9.0
81,2,9,20.845070422535212,1.1706818245886803,1.1933393019233247,-0.07237783295463265,1.848076375684683,-0.4157252847491784,0.056165765594781494,0.857487922705314,0.26856762009214047,0.01142077391675775,136.75765180066654,-116.81880501451913,74,355,2.0,4.5
82,3,9,30.357142857142854,1.1547826431803214,1.1480470905924114,-0.04832354997793811,1.7231096384587812,-0.6504246297864169,0.07011255878801803,0.5463414634146342,0.3993678945551523,0.01313409814672616,117.17145541519712,-101.46624224668103,68,224,2.0,3.0
83,4,9,32.31707317073171,0.9785453443533962,0.9537653262978809,-0.03309040796791447,1.988331501298064,-0.9701987905896579,-0.014088391382040892,0.4,0.6086623027842286,0.0173979903631806,105.38156956879739,-107.69206575545202,53,164,2.0,2.25
84,5,9,37.80487804878049,1.022031520784892,0.9976285139972203,-0.025784540405780893,1.959031396588436,-1.1651145447732159,0.015965018424481815,0.4,0.7694668783511447,0.018841418719569663,121.45994658848302,-118.84168356686801,62,164,2.0,1.8
85,6,9,45.21739130434783,1.3003149147800142,1.2982287484698831,-0.018589976985991245,2.4274915247457947,-1.5408911913787073,0.2535079498254154,0.2804878048780488,0.9394804799869737,0.02313675742776312,126.22955928678132,-97.07614505685855,52,115,2.0,1.5
86,7,9,46.26865671641791,1.205634317403428,1.2466838456190636,-0.01864852506563468,2.464033253781603,-1.7599087736224466,0.19445246293763602,0.32682926829268294,0.968198573725066,0.02460907175953185,152.77006173445938,-126.71343170081614,62,134,2.0,1.2857142857142858
87,8,9,48.598130841121495,1.2482252116826142,1.2615603207190267,-0.016210859022080394,2.618698120209589,-1.9835042729091792,0.253080067671905,0.26097560975609757,1.0776232955629683,0.02697332571194589,136.17230225089864,-109.09273501000484,52,107,2.0,1.125
88,9,9,51.48514851485149,1.0715644268574398,1.0456334611169353,-0.014117415394676014,2.4267703544004835,-2.4033535144062186,0.08344293290020233,0.24634146341463414,1.3575835331887827,0.028172052282652085,126.19205842882515,-117.76432220590472,52,101,2.0,1.0
89,10,9,60.0,1.6844331279572138,1.5487478003214856,-0.009756957348055928,2.770148726563311,-2.466837668340202,0.6753541686019058,0.18421052631578946,1.3576423306411498,0.031533877704212926,116.34624651565906,-69.07145471352565,42,70,2.0,0.9
